timestamp,base_yaw.pos,base_pitch.pos,elbow_pitch.pos,wrist_pitch.pos,wrist_roll.pos
0.0,-1.647446,13.748474,16.190476,39.639079,7.709837
0.05,-1.647446,13.894994,16.288156,39.514624,7.633878
0.1,-1.647446,14.676435,16.874237,39.265713,7.557919
0.15,-1.647446,16.630037,18.534799,38.518979,7.330042
0.2,-1.647446,20.732601,22.197802,37.523335,6.874288
0.25,-1.647446,27.863248,29.621490,37.896702,5.962780
0.3,-1.647446,34.896215,38.168498,40.634723,5.051272
0.35,-1.647446,38.852259,43.540904,43.123833,4.595518
0.4,-1.647446,40.757021,46.227106,44.617299,4.367641
0.45,-1.647446,41.489621,47.301587,45.239577,4.291682
0.5,-1.647446,41.684982,47.545788,45.364032,4.215724
0.55,-1.647446,41.684982,47.545788,45.364032,4.215724
0.6,-1.647446,41.684982,47.545788,45.364032,4.139765
0.65,-1.647446,41.733822,47.594628,45.364032,2.316749
0.7,-1.647446,41.831502,47.741148,44.990666,-5.431067
0.75,-1.647446,42.075702,48.131868,41.132545,-26.547664
0.8,-1.647446,42.319902,48.522589,33.540759,-47.892138
0.85,-1.647446,42.417582,48.669109,29.682638,-55.867831
0.9,-1.647446,42.466422,48.717949,28.686994,-57.766806
0.95,-1.647446,42.466422,48.717949,28.686994,-57.918724
1.0,-1.647446,42.466422,48.717949,28.686994,-57.918724
1.05,-1.647446,42.466422,48.717949,28.686994,-57.842765
1.1,-1.647446,42.466422,48.717949,28.811450,-57.614888
1.15,-1.647446,42.466422,48.717949,29.060361,-57.159134
1.2,-1.647446,42.466422,48.717949,29.184816,-56.931257
1.25,-1.647446,42.466422,48.717949,29.184816,-56.931257
1.3,-1.647446,42.466422,48.717949,29.184816,-56.931257
1.35,-1.647446,42.466422,48.717949,29.184816,-56.779339
1.4,-1.647446,42.466422,48.717949,29.931549,-55.336118
1.45,-1.647446,42.466422,48.717949,33.042937,-49.031523
1.5,-1.647446,42.466422,48.717949,39.763535,-32.168629
1.55,-1.647446,42.466422,48.717949,46.110765,2.848462
1.6,-1.647446,42.466422,48.717949,42.003734,37.713635
1.65,-1.647446,42.466422,48.717949,36.403236,54.424611
1.7,-1.647446,42.466422,48.717949,33.789670,60.729206
1.75,-1.647446,42.466422,48.717949,33.042937,62.172427
1.8,-1.647446,42.466422,48.717949,33.042937,62.248386
1.85,-1.647446,42.466422,48.717949,33.042937,62.248386
1.9,-1.647446,42.417582,48.620269,32.918482,62.400304
1.95,-1.647446,42.222222,48.229548,32.420660,63.083935
2.0,-1.647446,41.733822,47.448107,31.300560,64.603114
2.05,-1.647446,41.538462,47.106227,30.678283,65.286745
2.1,-1.647446,41.489621,47.008547,30.678283,65.438663
2.15,-1.647446,41.489621,47.008547,30.553827,65.438663
2.2,-1.647446,41.489621,46.959707,30.553827,65.438663
2.25,-1.647446,41.294261,46.666667,30.553827,65.210786
2.3,-1.647446,40.561661,45.347985,30.304916,64.223319
2.35,-1.647446,38.559219,41.929182,29.558183,61.488796
2.4,-1.647446,34.603175,35.238095,27.940261,55.867831
2.45,-1.647446,27.765568,24.395604,24.455507,45.613369
2.5,-1.647446,17.655678,10.573871,20.099564,30.877326
2.55,-1.647446,9.792430,2.026862,19.726198,20.774782
2.6,-1.647446,4.713065,-2.368742,21.344119,15.229776
2.65,-1.647446,1.978022,-4.371184,22.837586,12.647171
2.7,-1.647446,0.903541,-5.103785,23.584319,11.659704
2.75,-1.647446,0.659341,-5.250305,23.708774,11.431827
2.8,-1.647446,0.659341,-5.299145,23.708774,11.431827
2.85,-1.647446,0.659341,-5.299145,23.708774,11.431827
2.9,-1.647446,0.659341,-5.299145,23.708774,12.419294
2.95,-1.647446,0.659341,-5.299145,23.584319,16.597038
3.0,-1.647446,0.659341,-5.299145,22.962041,27.763008
3.05,-1.647446,0.659341,-5.299145,20.846297,47.588302
3.1,-1.647446,0.659341,-5.299145,19.103920,58.982150
3.15,-1.647446,0.659341,-5.299145,18.481643,63.235853
3.2,-1.647446,0.610501,-5.299145,18.232732,64.223319
3.25,-1.647446,0.610501,-5.299145,18.232732,64.223319
3.3,-1.647446,0.610501,-5.299145,18.232732,64.223319
3.35,-1.647446,0.561661,-5.299145,18.357187,64.147360
3.4,-1.647446,0.512821,-5.299145,18.481643,63.615648
3.45,-1.647446,0.463980,-5.299145,18.730554,62.400304
3.5,-1.647446,0.415140,-5.347985,18.855009,61.868591
3.55,-1.647446,0.317460,-5.347985,18.979465,61.792632
3.6,-1.647446,0.219780,-5.347985,19.103920,61.792632
3.65,-1.647446,0.122100,-5.396825,19.228376,61.640714
3.7,-1.647446,0.073260,-5.396825,19.601742,59.589821
3.75,-1.647446,-0.024420,-5.396825,21.095208,50.930498
3.8,-1.647446,-0.073260,-5.445665,23.957685,27.838967
3.85,-1.647446,-0.122100,-5.445665,24.455507,-12.495253
3.9,-1.647446,-0.122100,-5.445665,22.090853,-35.586783
3.95,-1.647446,-0.170940,-5.445665,20.846297,-44.246107
4.0,-1.647446,-0.170940,-5.445665,20.472931,-46.221041
4.05,-1.647446,-0.170940,-5.445665,20.472931,-46.372959
4.1,-1.647446,-0.170940,-5.445665,20.472931,-46.372959
4.15,-1.647446,-0.219780,-5.445665,20.472931,-46.524877
4.2,-1.647446,-0.219780,-5.445665,20.348475,-47.132548
4.25,-1.647446,-0.219780,-5.445665,20.099564,-48.499810
4.3,-1.647446,-0.219780,-5.445665,19.975109,-49.107482
4.35,-1.647446,-0.219780,-5.445665,19.975109,-49.259400
4.4,-1.647446,-0.219780,-5.445665,19.975109,-49.259400
4.45,-1.647446,-0.170940,-5.445665,19.975109,-49.259400
4.5,-1.647446,-0.024420,-5.201465,20.099564,-48.575769
4.55,-1.647446,0.708181,-4.224664,20.970753,-45.689328
4.6,-1.647446,2.612943,-1.489621,23.459863,-37.865553
4.65,-1.647446,6.373626,4.371184,29.309272,-21.610330
4.7,-1.647446,9.987790,10.427350,35.407592,-5.507026
4.75,-1.647446,11.697192,13.357753,38.145613,2.164831
4.8,-1.647446,12.332112,14.481074,39.141257,4.975313
4.85,-1.647446,12.429792,14.725275,39.390168,5.582985
4.9,-1.647446,12.478632,14.725275,39.390168,5.658944
4.95,-1.647446,12.918193,15.555556,39.887990,10.064565
